PPN,genre-aad,originInfo-publication0_dateIssued,SprachcodesWinIBW
PPN688602568,,1655,ger
PPN1755993188,,1913,ger
PPN795236948,{'Leichenpredigt'},1610,ger
PPN877011613,"{'Gelegenheitsschrift:Geburtstag', 'Rede'}",1709,ger
PPN896567087,{'Kommentar: jur.'},1796,ger
PPN1012153959,,1767,ger
PPN816100268,{'Gelegenheitsschrift'},1711,"fre, ger"
PPN86029319X,,1588,ger
PPN865945217,{'Epikedeion'},1797,ger
PPN841198454,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1727,ger
PPN821245473,{'Kommentar: theol.'},1527,ger
PPN1031153314,,1932,ger
PPN86302761X,{'Dissertation:phil.'},1787,ger
PPN867472456,{'Epikedeion'},1704,ger
PPN635315505,,1643,ger
PPN685555119,{'Libretto'},1719,"ger, ita"
PPN1762781166,{'Traktat'},1756,ger
PPN823797996,,1847,de
PPN1016535767,{'Leichenpredigt'},1652,ger
PPN627502598,"{'Kommentar:', 'jur.'}",1794,ger
PPN749596201,{'Komödie'},1786,ger
PPN1015714684,{'Leichenpredigt'},1705,ger
PPN656414774,"{'Flugschrift', 'Rede'}",1737,ger
PPN664777627,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1664,ger
PPN874925126,{'Streitschrift:theol.'},1691,ger
PPN833501917,{'Gelegenheitsschrift:Hochzeit'},1643,"lat, ger"
PPN636491897,"{'Amtsdruckschrift', 'Streitschrift:jur.'}",1757,ger
PPN627886094,{'Medizin'},1753,ger
PPN1677397993,{'Flugschrift'},1792,ger
PPN1680694812,{'Amtsdruckschrift'},1708,ger
PPN1775892549,{'Leichenpredigt'},1648,ger
PPN1048595277,{'Gelegenheitsschrift:Tod'},1719,ger
PPN778096246,{'Fastnachtsspiel'},1520,ger
PPN700624783,{'Libretto'},1785,"ita, ger"
PPN797125590,,1867,de
PPN767023218,,1918,ger
PPN664110088,"{'Epik', 'Bücheranzeige'}",1785,"ger, eng"
PPN1030430160,"{'Verordnung', 'Einblattdruck'}",1721,ger
PPN881662933,{'Leichenpredigt'},1666,ger
PPN651767105,{'Leichenpredigt'},1661,ger
PPN626933889,{'Amtsdruckschrift'},1787,ger
PPN756659884,{'Lied'},1633,ger
PPN1018609946,"{'Meßkatalog', 'Buchhandelskatalog'}",1697,"lat, ger"
PPN732091217,"{'Liedersammlung', 'Psalter'}",1544,ger
PPN686077474,{'Predigt'},1724,ger
PPN790940116,{'Flugschrift'},1610,ger
PPN634540386,"{'Volksschrifttum', 'Kolportageliteratur'}",1800,ger
PPN663663857,,1720,ger
PPN628601174,,1662,ger
PPN868608653,,1772,ger
PPN898468906,"{'Werke', 'Erzählung'}",1831,ger
PPN838996140,"{'Gelegenheitsschrift:Hochzeit', 'Lyrik'}",1647,ger
PPN747405972,{'Schauspiel'},1776,ger
PPN866095551,,1554,ger
PPN671622722,,1734,ger
PPN664198848,,1614,ger
PPN745451799,{'Lied'},1540,ger
PPN1031849726,,1910,ger
PPN827666942,{'Traktat'},1760,ger
PPN1024694410,,1747,ger
PPN89814082X,"{'Werke', 'Erzählung'}",1908,ger
PPN683177508,"{'Gelegenheitsschrift:Tod', 'Rede'}",1693,ger
PPN871935651,{'Leichenpredigt'},1659,ger
PPN670509892,"{'Traktat', 'Bücheranzeige'}",1753,ger
PPN627760104,{'Amtsdruckschrift'},1709,ger
PPN870311409,{'Leichenpredigt'},1672,ger
PPN797630171,{'Kalender'},1570,ger
PPN1016516509,{'Biographie'},1793,"ger, lat"
PPN851726313,{'Traktat'},1775,ger
PPN880698322,"{'Verordnung', 'Einblattdruck'}",1707,ger
PPN661028887,"{'Hausväterliteratur', 'Anleitung'}",1746,ger
PPN830320482,"{'Lyrik', 'Gelegenheitsschrift:Abschied'}",1707,ger
PPN1683359380,{'Epikedeion'},1736,ger
PPN644673303,{'Gelegenheitsschrift:Einladung'},1743,ger
PPN1663813159,{'Leichenpredigt'},1609,ger
PPN869499750,"{'Einblattdruck', 'Subskriptionsanzeige'}",1795,ger
PPN773024352,{'Musikbuch'},1700,"ger, ita"
PPN684384981,,1584,ger
PPN616763069,{'Streitschrift:theol.'},1721,ger
PPN618307281,,1761,ger
PPN73711178X,{'Drama'},1791,ger
PPN1671234995,{'Erbauungsliteratur'},1604,ger
PPN859514102,{'Leichenpredigt'},1629,ger
PPN1738102254,{'Verordnung'},1800,ger
PPN1031821597,,1788,ger
PPN756699452,{'Lied'},1646,ger
PPN689695373,{'Leichenpredigtsammlung'},1622,ger
PPN766151409,"{'Flugschrift', 'Lied'}",1626,ger
PPN1027462332,{'Einblattdruck'},1485,ger
PPN680561919,{'Libretto'},1774,ger
PPN1683718690,{'Verordnung'},1763,ger
PPN1672265320,,1769,ger
PPN670906824,"{'Flugschrift', 'Astronomie', 'Astrologie'}",1562,ger
PPN659025906,{'Leichenpredigt'},1689,ger
PPN770580602,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1679,ger
PPN897419472,"{'Gelegenheitsschrift:Tod', 'Biographie'}",1710,ger
PPN1049328388,,1792,ger
PPN727482904,{'Flugschrift'},1650,"ger, ita"
PPN76863475X,,1800,ger
PPN872246973,,1789,ger
PPN1668837005,,1786,ger
PPN62968426X,,1710,ger
PPN717563286,{'Streitschrift:theol.'},1780,ger
PPN885566505,,1497,ger
PPN875194737,{'Verordnung'},1798,ger
PPN892989955,{'Leichenpredigt'},1709,ger
PPN823048470,{'Jugendsachbuch'},1774,ger
PPN873156722,{'Leichenpredigt'},1689,ger
PPN834574594,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1708,ger
PPN898754836,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1716,ger
PPN879273623,{'Gelegenheitsschrift:Tod'},1737,ger
PPN840803265,,1878,ger
PPN86362975X,{'Streitschrift:theol.'},1609,ger
PPN661663108,{'Traktat'},1798,ger
PPN856609560,,1797,ger
PPN671542230,{'Leichenpredigt'},1767,ger
PPN625866886,"{'Brief', 'Streitschrift:theol.'}",1718,ger
PPN732599970,,1561,ger
PPN871450852,{'Gelegenheitsschrift:Tod'},1721,ger
PPN1678129976,{'Lyrik'},1774,ger
PPN742548023,{'Flugschrift'},1741,ger
PPN778505103,,1690,ger
PPN815237634,{'Zeitschrift'},1690,ger
PPN863733905,"{'Anstandsliteratur', 'Bücheranzeige'}",1792,ger
PPN665809352,"{'Seuchenschrift', 'Erbauungsliteratur'}",1710,ger
PPN730551091,{'Lyrik'},1788,ger
PPN1773394827,,1929,ger
PPN1750989360,,1835,"ger, fre"
PPN1040633862,{'Leichenpredigt'},1673,ger
PPN685573753,{'Leichenpredigt'},1601,ger
PPN895438933,{'Liedersammlung'},1825,ger
PPN872691470,{'Leichenpredigt'},1697,ger
PPN1007300396,"{'Amtsdruckschrift', 'Einblattdruck'}",1691,ger
PPN657408026,,1846,ger
PPN623227614,{'Gelegenheitsschrift:Hochzeit'},1746,ger
PPN670498211,{'Streitschrift:theol.'},1778,ger
PPN101976323X,"{'Verordnung', 'Tabelle'}",1796,ger
PPN1726621375,,1801,ger
PPN621647705,,1686,ger
PPN675465168,{'Satire'},1754,ger
PPN719386837,{'Traktat'},1786,ger
PPN82959549X,{'Chronik'},1735,ger
PPN821469606,,1850,ger
PPN71500574X,{'Leichenpredigt'},1664,ger
PPN636634922,,1651,ger
PPN1012156001,,1756,ger
PPN644665432,"{'Gelegenheitsschrift:Einladung', 'Schulprogramm'}",1739,ger
PPN629766193,,1679,ger
PPN685798186,,1838,ger
PPN667864148,,1803,ger
PPN863517536,{'Gesangbuch'},1540,ger
PPN1041043015,{'Verordnung'},1748,ger
PPN715914529,,1811,ger
PPN737920572,{'Gelegenheitsschrift:Hochzeit'},1665,ger
PPN625846176,{'Gebetbuch'},1732,ger
PPN77386749X,"{'Flugschrift', 'Lied'}",1632,ger
PPN683002783,{'Gelegenheitsschrift:Tod'},1679,ger
PPN622412183,{'Streitschrift:theol.'},1715,ger
PPN104234647X,{'Lyrik'},1682,ger
PPN680595082,"{'Gelegenheitsschrift:Geburtstag', 'Libretto'}",1763,"ita, ger"
PPN633004081,{'Gelegenheitsschrift:Einladung'},1796,ger
PPN1686916191,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1678,ger
PPN792121473,{'Leichenpredigt'},1622,ger
PPN626594022,{'Amtsdruckschrift'},1771,ger
PPN796357749,,1735,ger
PPN1047613123,,1791,ger
PPN880795964,{'Leichenpredigt'},1669,ger
PPN1692266136,"{'Verordnung', 'Tabelle'}",1788,ger
PPN655586571,"{'Satire', 'Streitschrift:theol.'}",1724,ger
PPN688164056,{'Leichenpredigt'},1661,ger
PPN811017613,"{'Lyrik', 'Flugschrift', 'Lied'}",1631,ger
PPN872771288,{'Gelegenheitsschrift:Tod'},1708,ger
PPN777347261,"{'Lyrik', 'Streitschrift'}",1782,ger
PPN746002696,{'Tragödie'},1746,ger
PPN685287068,{'Gelegenheitsschrift:Tod'},1660,ger
PPN751128937,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1684,ger
PPN654229090,{'Leichenpredigt'},1621,ger
PPN848705246,{'Streitschrift:theol.'},1788,ger
PPN1669546357,,1914,ger
PPN65701527X,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1677,ger
PPN654137013,{'Leichenpredigt'},1660,ger
PPN839764057,,1900,ger
PPN832191736,{'Gelegenheitsschrift:Tod'},1648,"lat, ger"
PPN630889384,,1648,ger
PPN1024713997,{'Schauspiel'},1769,"ger, fre"
PPN897062353,,1698,ger
PPN66803047X,{'Mandat'},1730,ger
PPN896517985,"{'Gelegenheitsschrift:Einladung', 'Traktat', 'Pädagogik', 'Schulprogramm'}",1786,ger
PPN630208557,,1708,ger
PPN660730383,"{'Gelegenheitsschrift:Geburtstag', 'Schulprogramm'}",1774,ger
PPN1692190725,{'Verordnung'},1792,ger
PPN1040364780,{'Leichenpredigt'},1679,ger
PPN782435955,{'Leichenpredigt'},1590,ger
PPN717562247,{'Streitschrift:theol.'},1780,ger
PPN657441287,{'Streitschrift:theol.'},1744,ger
PPN856334480,"{'Freimaurerliteratur', 'Liedersammlung'}",1785,ger
PPN821122304,{'Streitschrift:theol.'},1522,ger
PPN73984184X,{'Lied'},1611,ger
PPN732411165,{'Lyrik'},1773,ger
PPN1755482566,{'Epikedeion'},1714,ger
PPN792526910,{'Ars moriendi'},1580,ger
PPN815856407,,1827,ger
PPN846910977,{'Edikt'},1750,ger
PPN717763463,,1814,ger
PPN715129287,"{'Tabelle', 'Richtlinie'}",1767,ger
PPN719308720,{'Kommentar: jur.'},1719,ger
PPN1676522360,{'Verordnung'},1767,ger
PPN718042611,,1781,ger
PPN88320990X,"{'Verordnung', 'Einblattdruck'}",1785,ger
PPN625031342,{'Anleitung'},1769,ger
PPN635316986,,1645,ger
PPN1029737495,{'Leichenpredigt'},1731,ger
PPN1692040928,"{'Lyrik', 'Gelegenheitsschrift:Tod', 'Epikedeion'}",1743,ger
PPN745460674,,1584,ger
PPN862909538,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1700,ger
PPN886052084,"{'Verordnung', 'Einblattdruck'}",1793,ger
PPN672226189,,1579,ger
PPN886053323,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1656,"ger, lat"
PPN725572035,{'Gelegenheitsschrift:Tod'},1739,ger
PPN756401305,,1805,ger
PPN876665474,{'Streitschrift:polit.'},1778,"ger, fre"
PPN104949427X,"{'Lyrik', 'Drama'}",1870,ger
PPN838551874,"{'Lyrik', 'Gelegenheitsschrift:Jubiläum'}",1793,ger
PPN662120094,{'Kriegskunde'},1758,ger
PPN862555965,,1921,ger
PPN630065101,{'Botanik'},1773,ger
PPN1785493868,{'Freimaurerliteratur'},1794,ger
PPN877717494,,1548,ger
PPN72500553X,{'Libretto'},1790,"lat, ger"
PPN1013751353,,1790,"ger, fre"
PPN800344456,{'Gelegenheitsschrift:Tod'},1659,ger
PPN1668860066,,1903,ger
PPN871945495,"{'Gelegenheitsschrift:Hochzeit', 'Predigtsammlung'}",1616,ger
PPN1017819823,{'Verordnung'},1728,ger
PPN656151587,{'Flugschrift'},1735,ger
PPN769045103,"{'Gelegenheitsschrift:Hochzeit', 'Gelegenheitsschrift:Begrüßung', 'Lyrik'}",1749,ger
PPN680539700,,1829,ger
PPN1777965284,,1915,ger
PPN727383523,,1722,ger
PPN68517154X,"{'Gelegenheitsschrift:Friedensschluß', 'Libretto'}",1715,"ger, ita, fre"
PPN867881232,{'Gebetbuch'},1725,ger
PPN726350729,,1708,ger
PPN746806620,,1597,ger
PPN734005423,{'Lyrik'},1762,ger
PPN744086329,{'Bücheranzeige'},1783,ger
PPN812618858,,1546,ger
PPN821465929,,1557,ger
PPN885356888,{'Flugschrift'},1792,ger
PPN685799360,,1742,ger
PPN670814024,,1751,ger
PPN685297438,{'Leichenpredigt'},1642,ger
PPN779896653,{'Liedersammlung'},1560,ger
PPN654033110,"{'Leichenpredigt', 'Epikedeion'}",1733,ger
PPN687672651,,1843,ger
PPN840727976,,1855,ger
PPN668103817,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1720,ger
PPN828644446,{'Praktik'},1615,ger
PPN1024721256,{'Roman'},1768,"ger, fre"
PPN1762716453,"{'Flugschrift', 'Streitschrift:theol.'}",1692,ger
PPN1728075238,"{'Gelegenheitsschrift:Tod', 'Leichenpredigt'}",1715,ger
PPN1018852336,,1653,ger
PPN796572550,,1744,ger
PPN867958936,,1978,ger
PPN878985824,{'Gelegenheitsschrift:Tod'},1757,ger
PPN812638204,{'Gelegenheitsschrift:Hochzeit'},1683,ger
PPN738182893,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1730,ger
PPN730239705,,1782,ger
PPN1042455201,,1794,ger
PPN668659955,"{'Lyrik', 'Gelegenheitsschrift:Tod', 'Gesellschaftsschrift', 'Einblattdruck'}",1688,ger
PPN630977690,,1691,ger
PPN821261525,,1530,ger
PPN782497845,{'Leichenpredigt'},1596,ger
PPN738501611,{'Gelegenheitsschrift:Tod'},1746,ger
PPN76866473X,{'Lied'},1566,ger
PPN101033591X,{'Flugschrift'},1536,ger
PPN734607032,"{'Gelegenheitsschrift:Hochzeit', 'Lyrik'}",1741,ger
PPN680562850,{'Leichenpredigt'},1641,ger
PPN777709376,{'Flugschrift'},1524,ger
PPN877703965,{'Leichenpredigt'},1628,ger
PPN1030012938,,1767,ger
PPN777399733,{'Liedersammlung'},1770,ger
PPN833606476,,1929,ger
PPN660728958,{'Chemie'},1649,ger
PPN859684962,{'Leichenpredigt'},1681,ger
PPN702999024,"{'Gelegenheitsschrift:Tod', 'Leichenpredigt'}",1669,ger
PPN78850231X,{'Gebetbuch'},1693,ger
PPN76846658X,,1798,ger
PPN821062646,,1528,ger
PPN688534899,{'Libretto'},1734,ger
PPN767922913,{'Vertrag'},1699,ger
PPN847513319,{'Leichenpredigt'},1671,ger
PPN733824900,{'Rede'},1760,ger
PPN1006367128,"{'Verordnung', 'Amtsdruckschrift', 'Tabelle'}",1784,ger
PPN659475235,"{'Satire', 'Verserzählung'}",1790,"lat, ger"
PPN816880409,{'Gesangbuch'},1562,ger
PPN647507161,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1724,ger
PPN634361090,,1781,ger
PPN832645753,{'Verordnung'},1573,ger
PPN725394390,{'Libretto'},1770,"ger, eng"
PPN769363601,,1827,ger
PPN76643446X,"{'Biographie', 'Anekdote'}",1777,"ger, fre"
PPN740896016,{'Lyrik'},1786,ger
PPN104930327X,"{'Märchen', 'Jugendbuch'}",1838,ger
PPN838743129,,1731,ger
PPN653949081,"{'Gelegenheitsschrift:Tod', 'Rede'}",1669,ger
PPN742558851,{'Lyrik'},1795,ger
PPN756022606,"{'Volksbuch', 'Anthologie'}",1730,ger
PPN847037185,"{'Lyrik', 'Gelegenheitsschrift:Geburtstag'}",1654,ger
PPN769855520,,1915,ger
PPN1686702388,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1678,ger
PPN882384503,,1605,ger
PPN746838425,,1897,ger
PPN731637100,,1498,ger
PPN104895062X,{'Epik'},1797,ger
PPN845394649,{'Flugschrift'},1574,ger
PPN664257755,,1723,ger
PPN856129062,{'Satire'},1700,ger
PPN846808897,,1764,ger
PPN1024894916,"{'Verordnung', 'Einblattdruck'}",1769,ger
PPN88509686X,{'Zeitschrift'},1695,ger
PPN1740430115,,1802,ger
PPN773932631,,1786,"ger, fre"
PPN734818580,"{'Predigt', 'Erbauungsliteratur'}",1561,ger
PPN623738511,{'Gelegenheitsschrift:Hochzeit'},1746,ger
PPN756659906,{'Liedersammlung'},1633,ger
PPN779704002,{'Gesangbuch'},1686,ger
PPN1682379949,"{'Lyrik', 'Gelegenheitsschrift:Tod', 'Epikedeion'}",1736,ger
PPN739963074,{'Brief'},1587,ger
PPN73557264X,{'Auktionskatalog'},1791,ger
PPN737694378,{'Lied'},1580,ger
PPN1000938751,,1560,"ger, lat"
PPN769016308,{'Lied'},1570,ger
PPN873830962,{'Streitschrift:theol.'},1666,ger
PPN770008003,{'Roman'},1794,ger
PPN778688674,{'Traktat'},1767,ger
PPN870670824,{'Leichenpredigt'},1663,ger
PPN671426842,,1807,ger
PPN1024074714,"{'Lyrik', 'Gelegenheitsschrift:Begrüßung', 'Hochschulschrift'}",1678,ger
PPN860530698,,1792,ger
PPN749602562,{'Komödie'},1786,ger
PPN626789222,"{'Amtsdruckschrift', 'Einblattdruck'}",1771,ger
PPN669149284,"{'Medizin', 'Chirurgie'}",1635,ger
PPN655490124,"{'Gelegenheitsschrift:Sieg', 'Libretto'}",1756,ger
PPN675438446,{'Geologie'},1586,ger
PPN656575662,{'Satzung'},1747,ger
PPN1776268970,{'Lyrik'},1632,ger
PPN795402007,"{'Lied', 'Streitschrift:theol.'}",1577,"ger, lat"
PPN740931237,{'Lyrik'},1779,ger
PPN841229627,{'Tragödie'},1545,ger
PPN1024662179,"{'Verordnung', 'Einblattdruck'}",1762,ger
PPN816654816,,1889,de
PPN728998211,"{'Gelegenheitsschrift:Einladung', 'Schulprogramm'}",1689,ger
PPN630943125,{'Edikt'},1745,ger
PPN853469555,{'Gelegenheitsschrift:Hochzeit'},1711,ger
PPN812331680,{'Lyrik'},1666,ger
PPN685299562,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1671,ger
PPN636824721,,1770,ger
PPN633018341,,1693,ger
PPN736453547,{'Lied'},1560,ger
PPN688818501,{'Ordensliteratur:Franziskaner'},1718,ger
PPN642381380,{'Leichenpredigt'},1699,ger
PPN767853148,,1534,ger
PPN770134483,,1796,ger
PPN735779295,{'Leichenpredigt'},1708,ger
PPN668790687,{'Leichenpredigt'},1673,ger
PPN1045079685,{'Verordnung'},1749,ger
PPN1015545289,{'Leichenpredigt'},1691,ger
PPN788850156,{'Theaterzettel'},1849,ger
PPN605653690,,1695,"ger$beng, fre"
PPN1018518142,"{'Verordnung', 'Einblattdruck'}",1633,ger
PPN796337861,{'Praktik'},1580,ger
PPN688276733,{'Libretto'},1730,ger
PPN654527792,{'Streitschrift:theol.'},1752,ger
PPN685362825,{'Briefsammlung'},1793,ger
PPN879364041,{'Briefsammlung'},1784,ger
PPN1031174931,{'Leichenpredigt'},1674,ger
PPN663677491,{'Libretto'},1738,ger
PPN782503209,{'Flugschrift'},1538,ger
PPN1666130532,{'Novelle'},1861,ger
PPN810699249,{'Lied'},1700,ger
PPN724283927,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1748,ger
PPN1047367742,,1908,ger
PPN669225452,,1829,ger
PPN1698809697,"{'Verordnung', 'Einblattdruck'}",1791,ger
PPN1046373390,,1776,ger
PPN716591804,{'Leichenpredigt'},1674,ger
PPN871030942,{'Streitschrift:theol.'},1629,ger
PPN873485122,{'Streitschrift:theol.'},1665,ger
PPN789685698,,1819,ger
PPN837160278,"{'Biographie', 'Gelegenheitsschrift:Gedenken'}",1771,ger
PPN857538624,{'Flugschrift'},1673,ger
PPN663885949,"{'Libretto', 'Gelegenheitsschrift:Gedenken'}",1777,ger
PPN769925847,"{'Lyrik', 'Gelegenheitsschrift:Begrüßung', 'Gelegenheitsschrift:Geburt'}",1755,ger
PPN635266385,,1636,ger
PPN1671691148,,1795,ger
PPN769002528,,1826,ger
PPN715726773,{'Gelegenheitsschrift:Tod'},1687,ger
PPN664292267,{'Leichenpredigt'},1689,ger
PPN690252242,,1767,ger
PPN868661635,,1830,ger
PPN1045522236,{'Leichenpredigt'},1628,ger
PPN71821112X,{'Libretto'},1763,"ita, ger"
PPN716098482,,1707,ger
PPN682328677,,1554,ger
PPN685387127,"{'Gelegenheitsschrift:Einladung', 'Schulprogramm'}",1778,ger
PPN1027295053,{'Einblattdruck'},1496,ger
PPN737839139,{'Gelegenheitsschrift:Tod'},1710,ger
PPN835056473,"{'Gelegenheitsschrift:Hochzeit', 'Lied'}",1711,ger
PPN773798714,"{'Amtsdruckschrift', 'Einblattdruck'}",1779,ger
PPN730322300,"{'Satire', 'Lyrik'}",1737,ger
PPN717252485,{'Traktat'},1796,ger
PPN684717840,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1747,ger
PPN660717034,,1815,ger
PPN1677272783,{'Amtsdruckschrift'},1713,ger
PPN1003374565,{'Brief'},1667,ger
PPN869821644,{'Erbauungsliteratur'},1530,ger
PPN860533352,,1792,ger
PPN824613031,{'Bücheranzeige'},1794,ger
PPN721269745,,1588,"lat, ger"
PPN1675737231,,1756,ger
PPN688587232,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1730,ger
PPN664668682,{'Erbauungsliteratur'},1795,ger
PPN1689533463,,,ger
PPN886559278,"{'Amtsdruckschrift', 'Einblattdruck'}",1764,ger
PPN846650932,,1704,ger
PPN688554849,{'Gebetbuch'},1778,ger
PPN839468342,,1900,ger
PPN668304154,{'Leichenpredigt'},1669,ger
PPN668648805,{'Leichenpredigt'},1688,ger
PPN734401744,,1787,ger
PPN1001412044,{'Gelegenheitsschrift:Tod'},1717,"ger, lat"
PPN799020672,"{'Flugschrift', 'Liedersammlung'}",1800,ger
PPN1665709715,{'Streitschrift:theol.'},1702,ger
PPN874322561,{'Gelegenheitsschrift:Tod'},1739,ger
PPN791644286,,1563,ger
PPN767228235,{'Flugschrift'},1655,ger
PPN874349877,,1615,ger
PPN747406316,{'Schauspiel'},1777,ger
PPN1669260097,,1903,ger
PPN86702870X,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1691,ger
PPN1043573984,{'Meßkatalog'},1609,"lat, ger"
PPN729055221,{'Streitschrift:jur.'},1753,ger
PPN862197805,"{'Lyrik', 'Gelegenheitsschrift:Promotion'}",1699,ger
PPN720826365,"{'Gelegenheitsschrift:Begrüßung', 'Libretto'}",1720,ger
PPN747437580,"{'Zeitschrift', 'Flugschrift'}",1689,ger
PPN1014120799,{'Biographie'},1912,ger
PPN806920009,,1566,ger
PPN1669448797,,1836,ger
PPN780418794,,1786,ger
PPN810612569,,1796,ger
PPN1786235366,,1520,ger
PPN1046858661,,1870,ger
PPN842125604,{'Tragödie'},1566,ger
PPN728987287,{'Streitschrift:jur.'},1755,ger
PPN839142463,{'Leichenpredigt'},1621,ger
PPN625856872,,1776,ger
PPN688368298,{'Medizin'},1625,ger
PPN62948564X,{'Amtsdruckschrift'},1715,ger
PPN837453062,{'Gelegenheitsschrift:Tod'},1699,ger
PPN869824902,{'Leichenpredigt'},1659,ger
PPN841165254,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1713,ger
PPN790026783,,1859,ger
PPN736606793,{'Lied'},1565,ger
PPN83184650X,"{'Gelegenheitsschrift:Amtsantritt', 'Schulprogramm'}",1720,ger
PPN1031100512,{'Gelegenheitsschrift:Tod'},1702,"ger, gre"
PPN728647761,{'Libretto'},1794,ger
PPN798422610,,1897,ger
PPN690219636,"{'Amtsdruckschrift', 'Gesellschaftsschrift'}",1786,ger
PPN685621472,{'Leichenpredigt'},1607,ger
PPN78123008X,{'Satire'},1723,"ger, fre"
PPN828221480,,1847,ger
PPN1040535801,{'Leichenpredigt'},1645,ger
PPN662038762,,1755,ger
PPN778538885,{'Lied'},1580,"ger, lat"
PPN755774213,{'Lied'},1570,ger
PPN788761250,{'Brief'},1734,ger
PPN1690085762,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1710,ger
PPN796428379,,1863,de
PPN623504278,{'Gelegenheitsschrift:Hochzeit'},1746,ger
PPN756793939,"{'Gelegenheitsschrift:Hochzeit', 'Lyrik'}",1749,ger
PPN632681314,"{'Gelegenheitsschrift:Tod', 'Rede'}",1789,ger
PPN780476344,{'Lied'},1535,ger
PPN679396357,,1782,ger
PPN1009506374,{'Hausväterliteratur'},1644,ger
PPN730918513,"{'Flugschrift', 'Kriegskunde'}",1757,ger
PPN772399204,"{'Flugschrift', 'Lied'}",1605,ger
PPN887689558,{'Streitschrift:theol.'},1592,ger
PPN1779863705,,1923,ger
PPN655754938,{'Lyrik'},1717,ger
PPN870495917,"{'Predigt', 'Gelegenheitsschrift:Neujahr'}",1670,ger
PPN671641247,{'Bücheranzeige'},1805,"ger, fre"
PPN766178595,,1833,ger
PPN749822325,{'Schauspiel'},1784,ger
PPN791989550,,1815,ger
PPN690194951,"{'Gelegenheitsschrift:Geburtstag', 'Libretto'}",1701,ger
PPN656860022,{'Leichenpredigt'},1629,ger
PPN779696662,{'Roman'},1767,"ger, eng"
PPN83273666X,{'Medizin'},1779,ger
PPN730560538,{'Liedersammlung'},1566,ger
PPN789435748,,1797,"ger, eng"
PPN750446404,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1671,ger
PPN1047778416,{'Sage'},1822,ger
PPN1009164309,"{'Flugschrift', 'Chronik'}",1622,ger
PPN756253063,,1915,ger
PPN81668278X,,1754,"ger, fre, eng"
PPN771027761,,1610,ger
PPN686615077,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1773,ger
PPN665459041,{'Leichenpredigt'},1776,ger
PPN780711874,{'Liedersammlung'},1700,ger
PPN661933415,{'Leichenpredigt'},1625,ger
PPN860485293,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1698,ger
PPN1026029775,{'Leichenpredigt'},1670,ger
PPN895087650,"{'Gelegenheitsschrift:Tod', 'Biographie'}",1747,ger
PPN771925115,"{'Flugschrift', 'Brief'}",1758,ger
PPN719259444,{'Predigt'},1742,ger
PPN867064382,{'Leichenpredigt'},1680,ger
PPN1669559602,{'Lyrik'},1811,ger
PPN872858928,"{'Ordensliteratur:Jesuiten', 'Streitschrift:theol.'}",1607,"ger, lat"
PPN898473101,"{'Werke', 'Erzählung'}",1831,ger
PPN1040644481,{'Gelegenheitsschrift:Tod'},1672,ger
PPN768466547,,1797,ger
PPN822880784,"{'Gelegenheitsschrift:Einladung', 'Schulprogramm'}",1776,ger
PPN770869092,{'Gesangbuch'},1667,ger
PPN1670065936,,1894,ger
PPN654683379,{'Leichenpredigt'},1672,ger
PPN664470777,,1783,ger
PPN735002134,{'Leichenpredigt'},1766,ger
PPN67958238X,{'Gelegenheitsschrift:Tod'},1670,ger
PPN798212837,{'Flugschrift'},1545,ger
PPN835400271,{'Epikedeion'},1725,ger
PPN1725533537,"{'Verordnung', 'Einblattdruck'}",1782,"ger, fre"
PPN637454529,"{'Anatomie', 'Medizin', 'Chirurgie'}",1800,ger
PPN841186928,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1649,ger
PPN881245305,,1929,ger
PPN1024463028,"{'Flugschrift', 'Brief'}",1657,ger
PPN797939857,{'Flugschrift'},1529,ger
PPN1040829651,{'Pädagogik'},1809,ger
PPN68436882X,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1747,ger
PPN1022296302,{'Erzählung'},1825,ger
PPN741503506,{'Lyrik'},1789,ger
