PPN,genre-aad,originInfo-publication0_dateIssued,SprachcodesWinIBW
PPN83256074X,{'Traktat'},1793,ger
PPN767305280,{'Flugschrift'},1657,ger
PPN623451263,"{'Medizin', 'Bücheranzeige'}",1799,ger
PPN736747524,{'Lied'},1555,ger
PPN771749287,{'Lied'},1583,ger
PPN668506350,{'Leichenpredigt'},1625,ger
PPN789627973,,1737,ger
PPN831872349,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1786,ger
PPN688525067,{'Libretto'},1733,"ger, ita"
PPN866895310,"{'Gelegenheitsschrift:Hochzeit', 'Lyrik'}",1579,ger
PPN816509913,,1776,ger
PPN775787825,{'Gelegenheitsschrift:Friedensschluß'},1745,ger
PPN1762517477,,1933,ger
PPN1662445121,,1803,ger
PPN636641252,,1652,ger
PPN715015060,{'Leichenpredigt'},1700,ger
PPN835435105,"{'Gelegenheitsschrift', 'Schulprogramm'}",1769,"lat, ger"
PPN847048896,"{'Lyrik', 'Gelegenheitsschrift:Tod', 'Einblattdruck'}",1685,ger
PPN766433080,{'Tabelle'},1777,ger
PPN791981266,,1565,ger
PPN631305343,"{'Medizin', 'Bücheranzeige'}",1776,ger
PPN86252962X,{'Libretto'},1778,"ger, fre"
PPN104742049X,{'Drama'},1879,"ger, spa"
PPN837997690,,1554,ger
PPN851711413,{'Hausväterliteratur'},1598,ger
PPN804989273,{'Genealogie'},1594,ger
PPN716601354,"{'Gelegenheitsschrift:Tod', 'Rede'}",1693,ger
PPN668508027,{'Leichenpredigt'},1684,ger
PPN774671289,{'Schauspiel'},1800,ger
PPN671877283,"{'Brief', 'Judaicum'}",1770,ger
PPN636770419,,1653,ger
PPN642365598,{'Gelegenheitsschrift:Hochzeit'},1703,ger
PPN1032692642,,1823,ger
PPN1042100101,,1833,ger
PPN1049136616,,1796,ger
PPN748790411,,1666,ger
PPN715317296,{'Leichenpredigt'},1657,ger
PPN89483990X,{'Epikedeion'},1736,ger
PPN737448784,{'Komödie'},1790,"ger, lat"
PPN856223905,,1653,"ger, lat"
PPN1023272318,{'Leichenpredigt'},1673,ger
PPN870268740,{'Amtsdruckschrift'},1789,"ger, fre"
PPN847179281,{'Flugschrift'},1588,"ger, fre"
PPN688150098,"{'Brief', 'Streitschrift:theol.'}",1742,ger
PPN894262521,{'Gelegenheitsschrift:Tod'},1715,ger
PPN742412199,{'Lyrik'},1655,ger
PPN733813356,{'Lyrik'},1761,ger
PPN66477850X,{'Leichenpredigt'},1654,ger
PPN667096922,,1787,ger
PPN814198619,{'Gelegenheitsschrift:Jubiläum'},1717,ger
PPN875728553,{'Gelegenheitsschrift:Tod'},1703,ger
PPN86802757X,,1850,ger
PPN827512295,,1579,ger
PPN749607653,{'Komödie'},1786,ger
PPN772794405,{'Lied'},1600,ger
PPN881349119,{'Flugschrift'},1713,ger
PPN644766956,"{'Gelegenheitsschrift:Einladung', 'Schulprogramm'}",1776,ger
PPN839750072,"{'Lyrik', 'Gelegenheitsschrift:Amtsantritt'}",1648,ger
PPN664095070,{'Leichenpredigt'},1620,ger
PPN643011129,,1849,ger
PPN805312781,"{'Predigt', 'Gelegenheitsschrift:Tod'}",1541,ger
PPN686089596,,1766,ger
PPN1028812450,{'Verordnung'},1780,ger
PPN665572905,"{'Lyrik', 'Kolportageliteratur', 'Lied'}",1786,ger
PPN805484191,,1804,ger
PPN664538665,"{'Gelegenheitsschrift:Tod', 'Leichenpredigt'}",1642,ger
PPN74971154X,{'Schauspiel'},1777,ger
PPN78866316X,{'Flugschrift'},1541,"ger, lat"
PPN720917034,{'Auktionskatalog'},1762,"lat, ger"
PPN746966024,{'Schauspiel'},1771,ger
PPN1667944959,,1671,ger
PPN665983026,{'Medizin'},1792,ger
PPN635951630,,1655,ger
PPN1024004120,{'Gelegenheitsschrift:Tod'},1707,ger
PPN1030296545,,1794,ger
PPN789769131,,1492,"lat, ger"
PPN832199184,,1922,ger
PPN757459153,,1769,ger
PPN63594944X,,1654,ger
PPN71844678X,{'Jugendbuch'},1698,ger
PPN83793057X,{'Gelegenheitsschrift:Tod'},1751,ger
PPN623835495,{'Gelegenheitsschrift:Hochzeit'},1747,ger
PPN799285382,{'Leichenpredigt'},1699,ger
PPN729514609,{'Libretto'},1763,"ita, ger"
PPN770458653,,1915,ger
PPN640965814,"{'Gelegenheitsschrift:Einladung', 'Schulprogramm'}",1793,ger
PPN860491145,{'Pädagogik'},1705,ger
PPN896645711,{'Gebet'},1688,"ger, fre"
PPN1026713684,,1796,ger
PPN688369294,,1778,ger
PPN1691857033,{'Verordnung'},1788,ger
PPN834549921,{'Gelegenheitsschrift:Tod'},1690,ger
PPN1007273291,"{'Amtsdruckschrift', 'Einblattdruck'}",1690,ger
PPN824485939,,1529,ger
PPN690188218,{'Gelegenheitsschrift:Tod'},1654,ger
PPN774632690,"{'Flugschrift', 'Liedersammlung'}",1641,ger
PPN751130486,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1696,ger
PPN670193399,{'Traktat'},1597,ger
PPN788467891,{'Geographie'},1799,"ger, eng"
PPN684431270,{'Libretto'},1707,ger
PPN718670957,"{'Predigt', 'Streitschrift:theol.'}",1624,ger
PPN734383657,{'Lied'},1528,ger
PPN1041124864,{'Anthologie'},1841,ger
PPN738000094,{'Lied'},1575,ger
PPN817661654,,1567,ger
PPN786845686,{'Kriegskunde'},1788,ger
PPN797628444,{'Gelegenheitsschrift:Tod'},1667,ger
PPN1692737368,,1780,ger
PPN873662814,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1703,ger
PPN664257909,"{'Freimaurerliteratur', 'Liedersammlung'}",1771,ger
PPN734000375,{'Lyrik'},1724,"lat, ger"
PPN68806602X,{'Leichenpredigt'},1650,ger
PPN78200086X,{'Leichenpredigt'},1580,ger
PPN860028585,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1702,ger
PPN747079439,{'Schauspiel'},1790,ger
PPN747422265,,1915,ger
PPN1012493105,,1777,"ger, fre"
PPN719270251,{'Liedersammlung'},1615,ger
PPN1007282290,"{'Amtsdruckschrift', 'Einblattdruck'}",1691,ger
PPN735678723,{'Satire'},1710,ger
PPN875128157,{'Streitschrift:theol.'},1698,ger
PPN833478184,"{'Einblattdruck', 'Lied'}",1523,ger
PPN1019280913,"{'Meßkatalog', 'Buchhandelskatalog'}",1688,"lat, ger"
PPN682513369,"{'Flugschrift', 'Streitschrift:theol.'}",1628,ger
PPN636823024,{'Lied'},1796,ger
PPN732457769,,1792,ger
PPN1670203328,,1833,ger
PPN735724490,,1762,"lat, ger"
PPN771710127,{'Predigtsammlung'},1697,ger
PPN769382053,,1810,ger
PPN729131335,,1494,ger
PPN859694518,{'Epik'},1786,ger
PPN734104294,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1726,ger
PPN897128885,{'Gelegenheitsschrift:Jubiläum'},1717,ger
PPN781377676,,1915,ger
PPN671109839,{'Streitschrift:theol.'},1770,ger
PPN769381456,"{'Gelegenheitsschrift:Namenstag', 'Lyrik'}",1752,"ita, ger"
PPN766696308,{'Erzählung'},1780,ger
PPN881329398,,1874,ger
PPN880021179,"{'Gelegenheitsschrift:Tod', 'Biographie'}",1702,ger
PPN829169636,"{'Gelegenheitsschrift:Hochzeit', 'Lyrik'}",1676,ger
PPN75577843X,{'Tragödie'},1800,ger
PPN766428656,,1840,ger
PPN834950022,{'Gelegenheitsschrift:Hochzeit'},1707,ger
PPN62741284X,"{'Amtsdruckschrift', 'Einblattdruck'}",1793,ger
PPN168104434X,{'Lied'},1779,ger
PPN746272758,{'Schulbuch'},1775,ger
PPN1684671590,,1926,ger
PPN663621100,{'Leichenpredigt'},1655,ger
PPN656569158,{'Leichenpredigt'},1632,ger
PPN837379520,{'Gelegenheitsschrift:Tod'},1731,ger
PPN860369293,{'Verordnung'},1542,ger
PPN684124513,,1821,ger
PPN1028344732,{'Gelegenheitsschrift:Promotion'},1693,ger
PPN841291705,{'Flugschrift'},1567,ger
PPN671691074,{'Leichenpredigt'},1592,ger
PPN655986316,{'Leichenpredigt'},1658,ger
PPN1046437054,{'Medizin'},1821,ger
PPN898705495,"{'Gelegenheitsschrift:Tod', 'Rede'}",1695,ger
PPN832260932,{'Predigtsammlung'},1794,ger
PPN73756833X,{'Liedersammlung'},1590,ger
PPN859892808,{'Briefsammlung'},1798,ger
PPN796693897,,1726,ger
PPN777399237,{'Lied'},1771,ger
PPN1015143881,{'Leichenpredigt'},1668,ger
PPN68439460X,"{'Flugschrift', 'Streitschrift:polit.'}",1619,ger
PPN1016565011,{'Leichenpredigt'},1733,ger
PPN1668198827,{'Erzählung'},1828,ger
PPN67233237X,"{'Lyrik', 'Flugschrift', 'Lied', 'Gelegenheitsschrift:Fest'}",1792,ger
PPN795071442,{'Kommentar: theol.'},1582,ger
PPN895479907,,1933,ger
PPN838022502,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1712,ger
PPN737111186,,1577,ger
PPN1011948354,{'Gesetzessammlung'},1756,"ger, fre"
PPN870117998,{'Streitschrift:jur.'},1708,ger
PPN719880025,"{'Edikt', 'Einblattdruck'}",1723,ger
PPN768524288,,1797,ger
PPN773395571,{'Libretto'},1700,ger
PPN734607326,"{'Gelegenheitsschrift:Hochzeit', 'Lyrik'}",1701,ger
PPN820530808,{'Flugschrift'},1658,ger
PPN680558721,{'Bücheranzeige'},1828,ger
PPN833988913,"{'Lyrik', 'Gelegenheitsschrift:Promotion'}",1703,ger
PPN798875259,"{'Epik', 'Briefsammlung'}",1791,ger
PPN837587417,{'Flugschrift'},1559,ger
PPN660942623,,1795,ger
PPN1030928320,,1784,ger
PPN1049058879,,1786,ger
PPN737083573,{'Lyrik'},1626,ger
PPN780038703,{'Lied'},1560,ger
PPN845676407,{'Flugschrift'},1570,ger
PPN1018518312,"{'Verordnung', 'Einblattdruck'}",1626,ger
PPN177795598X,,1824,ger
PPN750218142,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1667,ger
PPN629485429,"{'Amtsdruckschrift', 'Einblattdruck'}",1715,ger
PPN644410078,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1632,"lat, ger"
PPN690208286,{'Gelegenheitsschrift:Tod'},1664,ger
PPN877818630,,1902,ger
PPN1668844664,,1725,ger
PPN832193828,,1927,ger
PPN846379945,{'Lyrik'},1780,ger
PPN748794921,{'Tragödie'},1776,ger
PPN774893087,{'Auktionskatalog'},1790,ger
PPN768679192,"{'Gelegenheitsschrift:Hochzeit', 'Gelegenheitsschrift:Begrüßung', 'Lyrik'}",1749,ger
PPN778951804,{'Lied'},1565,ger
PPN755692276,{'Lied'},1571,ger
PPN769977200,"{'Lyrik', 'Gelegenheitsschrift:Geburt'}",1755,ger
PPN813565952,,1795,ger
PPN871746581,,1835,"ger, fre"
PPN83730850X,"{'Einblattdruck', 'Epikedeion'}",1728,ger
PPN841228256,"{'Einblattdruck', 'Epikedeion'}",1723,ger
PPN635359952,,1648,ger
PPN795395639,"{'Flugschrift', 'Liedersammlung'}",1790,ger
PPN795556691,{'Gebet'},1552,ger
PPN655029133,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1679,ger
PPN749913983,{'Komödie'},1792,ger
PPN873470117,"{'Predigt', 'Gelegenheitsschrift:Konversion', 'Streitschrift:theol.'}",1677,ger
PPN104890203X,{'Leichenpredigt'},1678,ger
PPN829779302,{'Verordnung'},1652,ger
PPN1011216582,,1919,ger
PPN634485334,,1781,ger
PPN1007316209,"{'Amtsdruckschrift', 'Einblattdruck'}",1693,ger
PPN832181471,,1927,ger
PPN89849009X,"{'Gelegenheitsschrift:Tod', 'Gelegenheitsschrift:Gedenken'}",1723,ger
PPN798024232,{'Flugschrift'},1543,"ger$bita, spa"
PPN87346608X,,1492,ger
PPN1667623265,{'Anthologie'},1827,ger
PPN734118104,"{'Gelegenheitsschrift:Hochzeit', 'Gelegenheitsschrift:Jubiläum', 'Lyrik'}",1760,ger
PPN860364666,{'Verordnung'},1542,ger
PPN636575861,{'Streitschrift'},1782,ger
PPN882540203,,1825,ger
PPN1671661699,"{'Lyrik', 'Gelegenheitsschrift:Geburtstag', 'Rede'}",1794,ger
PPN77902303X,{'Streitschrift:theol.'},1730,ger
PPN730094642,{'Volksbuch'},1655,ger
PPN1023270226,{'Leichenpredigt'},1670,ger
PPN845027824,{'Flugschrift'},1554,ger
PPN769384293,,1840,ger
PPN877477949,,1789,ger
PPN719682363,"{'Amtsdruckschrift', 'Einblattdruck'}",1728,ger
PPN715781138,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1734,ger
PPN1010930605,,1622,ger
PPN75052684X,{'Rezension'},1789,ger
PPN730681254,"{'Lyrik', 'Gelegenheitsschrift:Sieg'}",1746,ger
PPN728669315,{'Verordnung'},1651,ger
PPN785510656,{'Briefsammlung'},1773,"ger, eng"
PPN668160802,"{'Gelegenheitsschrift:Tod', 'Rede'}",1685,ger
PPN791672069,,1810,ger
PPN747108757,"{'Gelegenheitsschrift:Einladung', 'Schulprogramm'}",1746,ger
PPN1028096313,{'Verordnung'},1795,ger
PPN663676851,{'Libretto'},1780,ger
PPN862638585,{'Traktat'},1797,ger
PPN836110943,,1515,ger
PPN737575875,"{'Flugschrift', 'Liedersammlung'}",1613,ger
PPN101215498X,,1784,ger
PPN646449869,"{'Gelegenheitsschrift:Einladung', 'Schulprogramm'}",1750,ger
PPN791384152,,1884,ger
PPN641900538,{'Edikt'},1723,ger
PPN81795595X,{'Gebetbuch'},1561,ger
PPN1669560341,"{'Predigt', 'Gelegenheitsschrift:Geburtstag'}",1684,ger
PPN771582951,{'Lied'},1594,ger
PPN745849881,{'Briefsteller'},1769,ger
PPN1028401795,{'Brief'},1629,ger
PPN741294893,,1588,ger
PPN635909154,{'Gelegenheitsschrift:Tod'},1719,ger
PPN845976958,"{'Satire', 'Frauenliteratur'}",1567,ger
PPN743631757,{'Schauspiel'},1796,ger
PPN796722668,,1747,ger
PPN735643768,"{'Musiknoten', 'Gesellschaftsschrift', 'Drama', 'Bücheranzeige'}",1773,ger
PPN747288321,,1915,ger
PPN72763075X,,1711,"lat, ger"
PPN856458201,{'Freimaurerliteratur'},1764,ger
PPN648871975,,1692,ger
PPN642929890,,1735,ger
PPN738542423,{'Leichenpredigt'},1706,"ger, lat"
PPN688815944,"{'Predigt', 'Ordensliteratur:Minoriten'}",1744,ger
PPN749753382,{'Lied'},1590,ger
PPN1668469006,,1884,ger
PPN1012158721,,1785,ger
PPN1024084582,"{'Flugschrift', 'Briefsammlung'}",1678,ger
PPN170285924X,,1852,ger
PPN747424640,,1741,ger
PPN76721160X,,1581,ger
PPN1027794688,"{'Verordnung', 'Einblattdruck'}",1792,ger
PPN743954785,,1786,ger
PPN1042281130,,1617,"ger, fre"
PPN1066675651,,1897,ger
PPN755328558,{'Lied'},1528,ger
PPN779787951,{'Liedersammlung'},1566,ger
PPN656979690,,1740,ger
PPN671100319,{'Traktat'},1759,"ger, eng"
PPN1042281734,,1794,ger
PPN796388792,{'Flugschrift'},1560,ger
PPN835144879,"{'Einblattdruck', 'Lied'}",1525,ger
PPN76915056X,,1793,ger
PPN1046855484,,1846,ger
PPN1031847456,{'Rede'},1773,"ger, lat"
PPN659352095,,1837,ger
PPN815249586,,1890,ger
PPN622416383,"{'Amtsdruckschrift', 'Richtlinie'}",1794,ger
PPN66532880X,"{'Lyrik', 'Gelegenheitsschrift:Geburtstag'}",1777,ger
PPN882318527,{'Verordnung'},1669,ger
PPN833189700,"{'Lyrik', 'Gelegenheitsschrift:Promotion'}",1702,ger
PPN1669255905,,1776,ger
PPN641900791,{'Edikt'},1723,ger
PPN797859764,{'Gelegenheitsschrift:Tod'},1702,ger
PPN1042006946,{'Drama'},1843,ger
PPN1013713419,{'Theaterzettel'},1892,ger
PPN770371140,,1844,ger
PPN734614500,"{'Gelegenheitsschrift:Hochzeit', 'Lyrik'}",1711,ger
PPN738584746,"{'Lyrik', 'Brief'}",1773,ger
PPN751023264,"{'Lyrik', 'Gelegenheitsschrift:Geburtstag', 'Einblattdruck'}",1691,ger
PPN733723624,{'Lied'},1523,ger
PPN1663811989,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1667,"lat, ger"
PPN74891336X,,1700,"lat, ger, lat"
PPN840668562,,1563,ger
PPN666709939,{'Roman'},1794,ger
PPN773390219,{'Rede'},1793,ger
PPN1030004544,,1901,ger
PPN766176479,,1822,ger
PPN166570523X,{'Lyrik'},1781,"ger, lat"
PPN770516033,,1916,ger
PPN818219823,"{'Gelegenheitsschrift:Einladung', 'Gelegenheitsschrift:Einweihung', 'Schulprogramm'}",1800,ger
PPN72689480X,{'Gesetzessammlung'},1792,ger
PPN719005604,"{'Lyrik', 'Gelegenheitsschrift:Geburtstag'}",1769,ger
PPN689205317,{'Heiligenvita'},1721,ger
PPN752406833,{'Tragödie'},1796,ger
PPN642367329,"{'Lyrik', 'Gelegenheitsschrift:Abschied'}",1767,ger
PPN1032310901,,1780,ger
PPN665571690,"{'Lyrik', 'Kolportageliteratur', 'Lied'}",1784,ger
PPN1025266110,{'Verordnung'},1796,ger
PPN1041096690,{'Lyrik'},1816,ger
PPN752379151,,1569,ger
PPN756383994,{'Schauspiel'},1790,ger
PPN1012160122,,1795,ger
PPN833822764,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1752,ger
PPN72215531X,{'Leichenpredigt'},1753,ger
PPN767478525,"{'Gelegenheitsschrift', 'Traktat'}",1758,ger
PPN1027817602,{'Einblattdruck'},1496,ger
PPN820032670,,1893,ger
PPN867645911,{'Kommentar: theol.'},1522,ger
PPN1679070762,,1724,ger
PPN73467158X,{'Lyrik'},1763,ger
PPN833193767,"{'Lyrik', 'Gelegenheitsschrift:Promotion'}",1702,ger
PPN882296264,{'Streitschrift:theol.'},1609,ger
PPN719260914,{'Leichenpredigt'},1745,ger
PPN1687883009,{'Rhetorik'},1773,ger
PPN715726420,{'Leichenpredigt'},1694,ger
PPN895480220,{'Leichenpredigt'},1682,ger
PPN1046344919,,1848,ger
PPN1019424605,"{'Amtsdruckschrift', 'Einblattdruck'}",1713,ger
PPN65172418X,{'Leichenpredigt'},1665,ger
PPN660949075,{'Reisebericht'},1784,ger
PPN675474833,{'Traktat'},1772,ger
PPN820891371,,1866,ger
PPN684438453,{'Libretto'},1706,ger
PPN1022172204,{'Leichenpredigt'},1634,ger
PPN734128762,{'Lied'},1529,ger
PPN805509135,{'Amtsdruckschrift'},1756,ger
PPN736450564,{'Lied'},1565,ger
PPN892906715,{'Ordensliteratur:Karmeliter'},1712,ger
PPN1040640702,{'Gelegenheitsschrift:Tod'},1702,ger
PPN1024662330,"{'Verordnung', 'Einblattdruck'}",1762,ger
PPN77857962X,,1794,ger
PPN648857948,,1748,ger
PPN1019379510,{'Leichenpredigt'},1641,ger
PPN76788308X,{'Lied'},1552,"ger, nds"
PPN862397499,{'Leichenpredigt'},1701,ger
PPN729705242,,1717,ger
PPN791047652,{'Flugschrift'},1620,ger
PPN876147198,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1655,ger
PPN685183815,{'Leichenpredigt'},1656,ger
PPN1013602668,{'Leichenpredigt'},1669,ger
PPN894167448,{'Leichenpredigt'},1620,ger
PPN697277593,{'Leichenpredigt'},1659,ger
PPN837285836,{'Flugschrift'},1567,ger
PPN1703872517,{'Verordnung'},1781,ger
PPN656480890,{'Leichenpredigt'},1630,ger
PPN856555614,{'Freimaurerliteratur'},1763,ger
PPN828596115,,1891,de
PPN756351065,,1796,ger
PPN819407569,{'Seuchenschrift'},1550,ger
PPN1775818292,,1765,ger
PPN1690149094,,1734,ger
PPN1016334508,"{'Verordnung', 'Einblattdruck'}",1712,ger
PPN647470306,{'Leichenpredigt'},1701,ger
PPN817698507,,18XX,de
PPN717582922,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1733,ger
PPN756626897,"{'Schwank', 'Liedersammlung'}",1610,ger
PPN867065524,{'Leichenpredigt'},1694,ger
PPN1686321821,{'Leichenpredigt'},1723,ger
PPN857564757,,1473,ger
PPN73769582X,{'Lied'},1575,ger
PPN1019679697,{'Leichenpredigt'},1606,ger
PPN75544132X,{'Flugschrift'},1561,"ger, lat"
PPN673105199,{'Leichenpredigt'},1656,ger
PPN646153110,"{'Gelegenheitsschrift:Hochzeit', 'Lyrik'}",1636,"lat, ger"
PPN644672811,"{'Gelegenheitsschrift:Einladung', 'Schulprogramm'}",1790,ger
PPN1667375849,,1911,ger
PPN1003530982,{'Verordnung'},1787,ger
PPN76986869X,"{'Lyrik', 'Gelegenheitsschrift:Geburt'}",1755,ger
PPN778828921,{'Dissertation:theol.'},1592,"ger, lat"
PPN782712983,{'Leichenpredigt'},1591,ger
PPN715010999,{'Leichenpredigt'},1613,ger
PPN874345960,{'Gelegenheitsschrift:Tod'},1737,ger
PPN847833356,"{'Gelegenheitsschrift:Hochzeit', 'Lyrik'}",1629,"lat, grc, ger"
PPN737508248,{'Lied'},1562,ger
PPN623229773,{'Gelegenheitsschrift:Hochzeit'},1746,ger
PPN715726390,{'Leichenpredigt'},1694,ger
PPN734606591,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1737,ger
PPN1680715135,"{'Flugschrift', 'Bücheranzeige'}",1819,ger
PPN1667845624,,1805,"ger, grc"
PPN801018730,{'Leichenpredigt'},1609,ger
PPN862984998,{'Einblattdruck'},1642,ger
PPN1669409538,,1752,"ger, lat"
PPN1046197568,"{'Streitschrift', 'Kommentar: jur.'}",1819,ger
PPN843892935,,1896,ger
PPN867083808,{'Erbauungsliteratur'},1732,ger
PPN1676229361,,1913,ger
PPN66311425X,{'Lyrik'},1735,ger
PPN684396319,{'Gelegenheitsschrift:Begrüßung'},1620,ger
PPN1045078891,"{'Verordnung', 'Einblattdruck'}",1749,ger
PPN640204317,,1836,ger
PPN1026970520,,1796,ger
PPN770923755,"{'Satire', 'Lyrik'}",1783,ger
PPN819773964,,1835,ger
PPN778718549,{'Leichenpredigt'},1600,ger
PPN660749793,{'Satire'},1796,ger
PPN1686378513,{'Gelegenheitsschrift:Tod'},1700,ger
PPN1011636387,{'Flugschrift'},1611,ger
PPN729592979,,1578,ger
PPN835902250,{'Lyrik'},1553,ger
PPN654077762,{'Gelegenheitsschrift:Tod'},1721,ger
PPN626796458,,1578,ger
PPN68510396X,{'Leichenpredigt'},1695,ger
PPN774556714,"{'Flugschrift', 'Lied'}",1651,ger
PPN822082705,,1766,ger
PPN730528693,,1806,ger
PPN793020670,,1599,"ger, lat"
PPN848833090,"{'Lyrik', 'Streitschrift:theol.'}",1610,ger
PPN750203439,,1816,"ger, eng"
PPN780476905,{'Liedersammlung'},1580,ger
PPN749915013,,1840,ger
PPN86622551X,,1799,"ger, fre"
PPN1024097498,"{'Lyrik', 'Gelegenheitsschrift:Sieg', 'Gelegenheitsschrift:Fest'}",1678,ger
PPN818344393,"{'Bibliothekskatalog', 'Schulprogramm'}",1790,ger
PPN654539030,"{'Gelegenheitsschrift:Tod', 'Einblattdruck', 'Epikedeion'}",1714,ger
PPN675914469,,1831,ger
PPN1002512271,,1918,ger
PPN820296562,,1524,ger
PPN682521035,{'Libretto'},1790,"ger, fre"
PPN1768097690,,1896,ger
PPN898470900,{'Brief'},1665,ger
PPN67300290X,,1804,ger
PPN688714498,{'Libretto'},1766,ger
PPN715131729,,1800,ger
PPN780028406,{'Lied'},1560,ger
PPN750464372,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1674,ger
PPN816119147,,1586,ger
PPN1027642497,{'Einblattdruck'},1488,ger
PPN729711692,{'Lyrik'},1748,ger
PPN80292137X,{'Reiseführer'},1714,ger
PPN776846248,{'Liedersammlung'},1700,ger
PPN1012159019,,1761,ger
PPN625845994,,1750,ger
PPN863109136,{'Leichenpredigt'},1665,ger
PPN862518237,,1799,ger
PPN856420875,,1643,ger
PPN1027897010,"{'Verordnung', 'Einblattdruck'}",1794,ger
PPN770763685,{'Gesangbuch'},1663,ger
PPN770335950,{'Roman'},1800,ger
PPN1771618906,,1927,ger
PPN870787209,{'Amtsdruckschrift'},1793,ger
PPN730643913,{'Lyrik'},1754,ger
PPN770293433,"{'Frauenliteratur', 'Roman'}",1800,ger
PPN616675860,,1792,"ger, fre"
PPN630151989,"{'Amtsdruckschrift', 'Einblattdruck'}",1716,ger
PPN73239354X,{'Lied'},1555,ger
PPN869232894,{'Leichenpredigt'},1650,ger
PPN1691855367,"{'Amtsdruckschrift', 'Einblattdruck'}",1788,ger
PPN1667794647,,1751,"ger, lat"
PPN687805589,{'Leichenpredigt'},1648,ger
PPN773396586,{'Schäferdichtung'},1700,ger
PPN725389826,{'Arzneibuch'},1578,ger
PPN821749110,"{'Flugschrift', 'Gebet'}",1546,ger
PPN852695934,{'Praktik'},1754,ger
PPN667848827,{'Predigt'},1719,ger
PPN1668048000,,1687,ger
PPN769384676,"{'Lyrik', 'Gelegenheitsschrift:Begrüßung'}",1750,ger
PPN877808384,{'Leichenpredigt'},1626,ger
PPN1018175385,{'Verordnung'},1663,ger
PPN655849505,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1750,ger
PPN751103349,{'Gelegenheitsschrift:Begrüßung'},1697,ger
PPN75716885X,{'Erzählung'},1761,ger
PPN827386036,,1828,ger
PPN719524083,{'Libretto'},1769,ger
PPN751529257,,1786,ger
PPN824090004,,1550,ger
PPN755704274,{'Lied'},1555,ger
PPN663651182,{'Leichenpredigt'},1663,ger
PPN818693738,{'Bibel'},1527,ger
PPN877394040,"{'Gelegenheitsschrift:Tod', 'Gebet', 'Einblattdruck'}",1685,ger
PPN654189471,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1714,ger
PPN688730698,{'Libretto'},1764,ger
PPN810902087,{'Drama'},1663,"ger, ita"
PPN871452332,{'Leichenpredigt'},1786,ger
PPN1666566632,{'Streitschrift:polit.'},1796,ger
PPN1690070757,"{'Einblattdruck', 'Epikedeion'}",1710,lat
PPN1031417265,{'Leichenpredigt'},1665,ger
PPN749925183,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1662,ger
PPN767038800,,1847,ger
PPN1006393412,{'Gelegenheitsschrift:Tod'},1707,ger
PPN172892510X,{'Genealogie'},1783,ger
PPN655223967,{'Streitschrift:jur.'},1680,"lat, ger"
PPN812444078,"{'Legende', 'Heiligenvita'}",1564,ger
PPN840118406,{'Anthologie'},1769,ger
PPN685452220,{'Gelegenheitsschrift:Tod'},1661,ger
PPN779017285,"{'Flugschrift', 'Vertrag'}",1526,ger
PPN794370004,{'Leichenpredigt'},1663,ger
PPN86175980X,{'Gelegenheitsschrift:Tod'},1702,ger
PPN623454556,{'Gelegenheitsschrift:Hochzeit'},1746,ger
PPN689699212,{'Leichenpredigt'},1603,ger
PPN824091248,,1811,ger
PPN689489595,"{'Amtsdruckschrift', 'Edikt'}",1723,ger
PPN73838769X,{'Lyrik'},1800,ger
PPN815233558,{'Zeitschrift'},1690,ger
PPN169704347X,,1780,ger
PPN812803442,{'Gelegenheitsschrift:Tod'},1761,ger
PPN738557749,{'Lyrik'},1781,ger
PPN1671838149,"{'Lyrik', 'Gelegenheitsschrift:Geburtstag', 'Rede'}",1797,ger
PPN852462220,"{'Gelegenheitsschrift:Tod', 'Universitätsprogramm', 'Epikedeion'}",1733,ger
PPN744027659,,1891,ger
PPN668091029,{'Liedersammlung'},1544,ger
PPN689263740,,1656,ger
PPN1032689951,,1822,ger
PPN821860666,"{'Gelegenheitsschrift:Einladung', 'Schulprogramm'}",1777,ger
PPN797443231,{'Einblattdruck'},1709,ger
PPN779702700,{'Liedersammlung'},1560,ger
PPN1006098895,,1768,ger
PPN834216914,{'Amtsdruckschrift'},1593,"ger, lat"
PPN719120322,{'Streitschrift:theol.'},1782,ger
